City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Bosaso,11.2842,49.1816,77.5,65,23,7.96,SO,2022-01-17 13:45:35
293,Akureyri,65.6835,-18.0878,46.33,57,75,29.93,IS,2022-01-17 13:45:36
294,Mandera,3.9366,41.867,97.43,25,23,7.67,KE,2022-01-17 13:45:36
295,Banjar,-8.19,114.9675,78.66,88,100,0.87,ID,2022-01-17 13:45:37
296,Monrovia,6.3005,-10.7969,86.22,60,14,10.51,LR,2022-01-17 13:45:38
297,Bambanglipuro,-7.95,110.2833,79.25,85,99,6.98,ID,2022-01-17 13:45:38
298,Murdochville,48.9583,-65.5006,5.88,61,100,5.86,CA,2022-01-17 13:45:39
299,Birobidzhan,48.8,132.95,5.2,94,100,4.5,RU,2022-01-17 13:45:40
300,Veraval,20.9,70.3667,73.36,67,6,7.94,IN,2022-01-17 13:45:40
301,Taoudenni,22.6783,-3.9836,73.11,14,0,14.25,ML,2022-01-17 13:45:41
302,Talara,-4.5772,-81.2719,74.16,78,0,8.61,PE,2022-01-17 13:45:42
303,Dubbo,-32.25,148.6167,77.13,61,75,12.66,AU,2022-01-17 13:41:31
304,Mufulira,-12.5498,28.2407,66.9,93,100,1.81,ZM,2022-01-17 13:45:43
305,Aklavik,68.2191,-135.0107,-24.77,98,97,12.55,CA,2022-01-17 13:45:44
306,Morondava,-20.2833,44.2833,85.1,69,65,12.17,MG,2022-01-17 13:45:44
307,Jadu,31.953,12.0261,49.28,57,60,6.33,LY,2022-01-17 13:45:45
308,Gorontalo,0.5412,123.0595,73.35,95,93,3.98,ID,2022-01-17 13:45:46
309,Bonthe,7.5264,-12.505,89.55,52,10,11.54,SL,2022-01-17 13:45:47
310,Moskovskiy,55.5991,37.355,26.67,88,75,13.0,RU,2022-01-17 13:45:48
311,Gisborne,-38.6533,178.0042,61.95,81,19,10.94,NZ,2022-01-17 13:45:49
312,Mujiayingzi,42.1167,118.7833,11.97,51,56,2.91,CN,2022-01-17 13:45:50
313,Buraydah,26.326,43.975,63.05,21,97,6.02,SA,2022-01-17 13:43:23
314,Selma,36.5708,-119.6121,47.93,59,93,2.77,US,2022-01-17 13:45:51
315,Tortoli,39.9256,9.6572,60.98,58,0,3.44,IT,2022-01-17 13:45:52
316,Ascoli Piceno,42.8548,13.5749,58.37,51,12,1.99,IT,2022-01-17 13:45:53
317,Camacha,33.0833,-16.3333,63.36,82,40,17.27,PT,2022-01-17 13:45:54
318,Ahipara,-35.1667,173.1667,63.46,84,11,8.61,NZ,2022-01-17 13:45:54
319,Aksu,41.1231,80.2644,30.2,40,92,4.07,CN,2022-01-17 13:45:55
320,Bay-Khaak,51.1667,94.5,-3.15,92,93,4.59,RU,2022-01-17 13:45:56
321,Townsville,-19.25,146.8,83.28,74,100,10.36,AU,2022-01-17 13:45:56
322,Muroto,33.2833,134.15,44.26,57,78,16.82,JP,2022-01-17 13:45:57
323,Gurupi,-11.7292,-49.0686,81.36,72,80,5.14,BR,2022-01-17 13:45:58
324,Kharan,28.5833,65.4167,63.7,45,93,2.48,PK,2022-01-17 13:45:59
325,Camargo,27.6667,-105.1667,45.86,23,34,4.61,MX,2022-01-17 13:46:00
326,Caxito,-8.5785,13.6643,83.05,47,100,10.8,AO,2022-01-17 13:46:01
327,Pangnirtung,66.1451,-65.7125,-13.0,70,75,2.3,CA,2022-01-17 13:46:02
328,Roald,62.5833,6.1333,37.99,75,75,12.66,NO,2022-01-17 13:46:03
329,Bandarbeyla,9.4942,50.8122,78.98,65,81,15.97,SO,2022-01-17 13:46:03
330,Maine-Soroa,13.2114,12.0241,78.51,13,4,10.38,NE,2022-01-17 13:46:04
331,Edd,13.9297,41.6925,82.71,68,82,14.9,ER,2022-01-17 13:46:05
332,Livingston,55.9029,-3.5226,47.48,82,20,13.8,GB,2022-01-17 13:46:06
333,Hasaki,35.7333,140.8333,39.6,70,99,9.08,JP,2022-01-17 13:46:06
334,Galiakot,23.5167,74.0,69.69,44,1,4.59,IN,2022-01-17 13:46:07
335,Pilar,-9.5972,-35.9567,85.93,45,69,10.47,BR,2022-01-17 13:46:08
336,Carnarvon,-24.8667,113.6333,77.07,78,20,20.71,AU,2022-01-17 13:46:08
337,Pandan,14.0453,124.1694,75.65,76,100,12.59,PH,2022-01-17 13:46:09
338,La Vista,41.1839,-96.0311,27.9,91,0,3.0,US,2022-01-17 13:46:10
339,Changli,39.7042,119.1506,24.85,43,0,1.74,CN,2022-01-17 13:46:11
340,Karratha,-20.7377,116.8463,81.55,73,27,13.06,AU,2022-01-17 13:46:12
341,Nuuk,64.1835,-51.7216,18.21,67,75,12.66,GL,2022-01-17 13:46:12
342,Nemuro,43.3236,145.575,31.23,94,100,16.75,JP,2022-01-17 13:46:13
343,Magadan,59.5667,150.8,-1.86,66,3,9.15,RU,2022-01-17 13:46:14
344,Mineiros,-17.5694,-52.5511,81.37,55,55,9.24,BR,2022-01-17 13:46:14
345,Keetmanshoop,-26.5833,18.1333,91.83,30,89,1.99,NA,2022-01-17 13:46:15
346,Olinda,-8.0089,-34.8553,85.73,62,75,13.8,BR,2022-01-17 13:46:16
347,Evensk,61.95,159.2333,6.8,57,0,13.02,RU,2022-01-17 13:46:18
348,Diamantino,-14.4086,-56.4461,85.53,57,8,7.74,BR,2022-01-17 13:43:36
349,Calmar,53.2668,-113.8187,33.3,93,100,5.75,CA,2022-01-17 13:46:19
350,Puerto Penasco,31.3167,-113.5333,61.54,53,85,5.7,MX,2022-01-17 13:46:19
351,Yar-Sale,66.8333,70.8333,13.21,96,100,7.47,RU,2022-01-17 13:46:20
352,Kemijarvi,66.7131,27.4306,18.9,74,93,15.39,FI,2022-01-17 13:46:21
353,Cholet,47.1667,-1.0,43.32,78,0,6.69,FR,2022-01-17 13:46:21
354,Salalah,17.0151,54.0924,78.89,61,20,9.22,OM,2022-01-17 13:46:22
355,Bartica,6.4,-58.6167,80.92,82,67,4.99,GY,2022-01-17 13:46:23
356,Airai,-8.9266,125.4092,62.1,92,100,1.52,TL,2022-01-17 13:46:23
357,Barra Da Estiva,-13.6261,-41.3269,75.31,58,4,6.17,BR,2022-01-17 13:46:24
358,San Quintin,30.4833,-115.95,58.6,87,0,4.7,MX,2022-01-17 13:46:25
359,Constitucion,-35.3333,-72.4167,60.91,54,5,12.12,CL,2022-01-17 13:46:26
360,Viedma,-40.8135,-62.9967,68.68,24,100,3.47,AR,2022-01-17 13:46:26
361,Koshurnikovo,54.1667,93.3,21.11,97,100,3.04,RU,2022-01-17 13:46:27
362,Tuntum,-5.2581,-44.6489,84.78,70,26,3.2,BR,2022-01-17 13:46:28
363,Souris,49.6172,-100.2612,19.26,95,95,10.22,CA,2022-01-17 13:46:28
364,Zhangye,38.9342,100.4517,30.58,22,0,4.88,CN,2022-01-17 13:46:29
365,Boa Vista,2.8197,-60.6733,82.38,69,75,14.97,BR,2022-01-17 13:46:30
366,Kerrville,30.0474,-99.1403,45.91,68,0,0.0,US,2022-01-17 13:46:30
367,Soyo,-6.1349,12.3689,87.85,66,81,9.26,AO,2022-01-17 13:46:31
368,Karasjok,69.4719,25.5112,23.11,88,90,10.63,NO,2022-01-17 13:46:32
369,Belaya Gora,68.5333,146.4167,-49.09,100,69,4.21,RU,2022-01-17 13:46:32
370,Havre-Saint-Pierre,50.2334,-63.5986,12.79,85,0,9.22,CA,2022-01-17 13:42:23
371,Vitim,59.4511,112.5578,-26.0,99,7,1.05,RU,2022-01-17 13:46:34
372,Lasa,46.6166,10.7002,47.28,85,11,9.53,IT,2022-01-17 13:46:34
373,Harper,4.375,-7.7169,84.45,66,89,8.05,LR,2022-01-17 13:46:35
374,Baillif,16.0202,-61.7463,80.1,61,52,11.79,GP,2022-01-17 13:46:36
375,Husavik,66.0449,-17.3389,46.31,83,100,20.29,IS,2022-01-17 13:46:36
376,Lander,42.833,-108.7307,36.81,68,0,4.61,US,2022-01-17 13:46:37
377,Vila,42.0304,-8.1588,50.32,65,56,2.15,PT,2022-01-17 13:46:38
378,Calabar,4.9517,8.322,87.22,54,96,8.5,NG,2022-01-17 13:46:38
379,Ganzhou,28.8184,115.4327,49.14,80,100,1.9,CN,2022-01-17 13:43:27
380,Pontes E Lacerda,-15.2261,-59.3353,88.34,52,5,6.22,BR,2022-01-17 13:42:52
381,Babakan,-7.282,107.2224,74.05,92,82,1.88,ID,2022-01-17 13:46:40
382,Shimoda,34.6667,138.95,41.11,64,42,31.65,JP,2022-01-17 13:46:40
383,Tahlequah,35.9154,-94.97,27.37,79,0,0.0,US,2022-01-17 13:46:41
384,Omboue,-1.5746,9.2618,82.94,70,73,10.65,GA,2022-01-17 13:46:42
385,Chimbote,-9.0853,-78.5783,72.36,81,98,5.95,PE,2022-01-17 13:44:45
386,Shumikha,55.2261,63.2961,10.24,88,59,12.21,RU,2022-01-17 13:46:43
387,Mount Gambier,-37.8333,140.7667,51.71,82,13,5.75,AU,2022-01-17 13:46:44
388,Tanout,14.9709,8.8879,71.01,11,3,18.23,NE,2022-01-17 13:46:45
389,Waingapu,-9.6567,120.2641,79.93,84,100,7.31,ID,2022-01-17 13:46:45
390,Kayerkan,69.3497,87.7602,14.52,85,100,14.29,RU,2022-01-17 13:46:46
391,Fethiye,36.6217,29.1164,53.47,47,13,3.8,TR,2022-01-17 13:46:47
392,Bay Roberts,47.5999,-53.2648,26.33,75,1,4.0,CA,2022-01-17 13:46:47
393,Tondano,1.3038,124.9112,68.09,91,100,2.62,ID,2022-01-17 13:46:48
394,Yerbogachen,61.2767,108.0108,-8.28,90,100,5.28,RU,2022-01-17 13:46:48
395,Lang Suan,9.9456,99.0785,82.49,84,95,5.44,TH,2022-01-17 13:46:49
396,Hokitika,-42.7167,170.9667,59.81,94,33,3.51,NZ,2022-01-17 13:46:50
397,Sobolevo,54.4299,31.8996,30.58,92,100,18.9,RU,2022-01-17 13:46:51
398,Tautira,-17.7333,-149.15,75.22,82,100,22.21,PF,2022-01-17 13:46:52
399,Gunjur,13.2019,-16.7339,89.67,45,0,6.91,GM,2022-01-17 13:46:53
400,Plouzane,48.3833,-4.6167,50.18,87,75,5.75,FR,2022-01-17 13:46:53
401,Shaping,22.7545,112.9565,61.95,69,69,8.14,CN,2022-01-17 13:46:54
402,Eirunepe,-6.6603,-69.8736,80.87,78,97,2.28,BR,2022-01-17 13:46:55
403,Angoram,-4.0625,144.0661,75.34,98,100,4.0,PG,2022-01-17 13:46:55
404,San Carlos,9.6612,-68.5827,84.81,57,56,2.57,VE,2022-01-17 13:46:56
405,Alugan,12.2188,125.4808,76.73,81,83,13.58,PH,2022-01-17 13:46:57
406,Darnah,32.767,22.6367,56.77,54,0,11.68,LY,2022-01-17 13:46:58
407,Kashan,33.9831,51.4364,62.19,16,20,2.3,IR,2022-01-17 13:46:59
408,Kuito,-12.3833,16.9333,82.54,30,40,5.75,AO,2022-01-17 13:46:59
409,Kahului,20.8947,-156.47,68.85,84,0,4.61,US,2022-01-17 13:47:00
410,Cayenne,4.9333,-52.3333,82.44,77,75,5.01,GF,2022-01-17 13:47:01
411,Sola,-13.8833,167.55,81.1,78,69,12.44,VU,2022-01-17 13:47:01
412,Erzin,36.9559,36.2,52.32,44,0,3.24,TR,2022-01-17 13:47:02
413,Ewo,-0.8725,14.8206,84.38,55,100,6.33,CG,2022-01-17 13:47:03
414,Banff,51.1762,-115.5698,32.38,86,97,9.22,CA,2022-01-17 13:43:04
415,Porto Belo,-27.1578,-48.5531,91.18,74,10,10.11,BR,2022-01-17 13:47:04
416,Birnin Kebbi,12.4539,4.1975,85.28,11,43,15.21,NG,2022-01-17 13:47:05
417,Xuddur,4.1213,43.8894,91.58,25,90,16.46,SO,2022-01-17 13:47:06
418,Baruun-Urt,46.6806,113.2792,-0.4,89,94,3.4,MN,2022-01-17 13:47:06
419,Mumford,5.2618,-0.759,83.52,68,93,13.51,GH,2022-01-17 13:47:07
420,Ewa Beach,21.3156,-158.0072,70.68,84,20,4.61,US,2022-01-17 13:47:08
421,Honiara,-9.4333,159.95,78.4,87,100,3.74,SB,2022-01-17 13:47:09
422,Luderitz,-26.6481,15.1594,74.07,70,16,16.42,NA,2022-01-17 13:47:10
423,Bilma,18.6853,12.9164,68.05,18,0,8.93,NE,2022-01-17 13:47:11
424,Itarema,-2.9248,-39.9167,87.73,57,39,13.67,BR,2022-01-17 13:47:11
425,Biak,-0.9131,122.8766,76.05,84,100,3.89,ID,2022-01-17 13:47:12
426,Muravlenko,63.7898,74.523,14.94,94,100,14.03,RU,2022-01-17 13:47:13
427,Namatanai,-3.6667,152.4333,79.27,81,91,2.26,PG,2022-01-17 13:47:13
428,Bagu,18.4228,121.3583,69.62,85,79,4.52,PH,2022-01-17 13:47:14
429,Tomball,30.0972,-95.6161,38.7,93,0,0.0,US,2022-01-17 13:47:15
430,Zarand,30.8127,56.564,50.7,46,9,20.96,IR,2022-01-17 13:47:15
431,Acapulco,16.8634,-99.8901,73.15,80,6,3.76,MX,2022-01-17 13:45:13
432,Shenjiamen,29.9576,122.298,47.44,68,100,8.28,CN,2022-01-17 13:47:16
433,Kyzyl,51.7,94.45,-2.79,98,95,1.77,RU,2022-01-17 13:47:17
434,Anloga,5.7947,0.8973,89.82,68,47,14.83,GH,2022-01-17 13:47:18
435,Shache,38.4167,77.2406,31.71,39,100,2.86,CN,2022-01-17 13:47:19
436,Malakal,9.5334,31.6605,92.77,14,26,6.44,SS,2022-01-17 13:47:19
437,Marrakesh,31.6315,-8.0083,64.47,29,0,3.44,MA,2022-01-17 13:47:20
438,Pokhara,28.2333,83.9833,52.81,60,62,4.25,NP,2022-01-17 13:47:21
439,Pathein,16.7833,94.7333,71.98,81,3,8.19,MM,2022-01-17 13:47:21
440,Iquique,-20.2208,-70.1431,71.64,70,53,7.7,CL,2022-01-17 13:47:22
441,Kwinana,-32.25,115.7667,75.54,75,1,10.02,AU,2022-01-17 13:47:23
442,Jizan,17.3333,42.6667,83.34,67,38,12.35,SA,2022-01-17 13:47:24
443,Kamenka,51.3223,42.7678,27.75,89,100,19.6,RU,2022-01-17 13:47:24
444,Tutoia,-2.7619,-42.2744,87.78,70,40,10.58,BR,2022-01-17 13:47:25
445,Idil,37.3411,41.8895,40.93,39,40,2.3,TR,2022-01-17 13:47:26
446,Oriximina,-1.7656,-55.8661,86.13,61,58,3.31,BR,2022-01-17 13:47:27
447,Barabai,-2.5833,115.3833,74.1,96,49,0.85,ID,2022-01-17 13:47:28
448,Nizhnevartovsk,60.9344,76.5531,14.02,79,75,26.84,RU,2022-01-17 13:47:28
449,Novoagansk,61.9449,76.6625,14.04,91,100,21.39,RU,2022-01-17 13:47:29
450,Goya,-29.14,-59.2626,101.57,26,53,15.19,AR,2022-01-17 13:47:30
451,Shieli,44.1667,66.75,32.9,63,56,12.68,KZ,2022-01-17 13:47:31
452,Dandong,40.1292,124.3947,14.58,45,0,8.08,CN,2022-01-17 13:47:32
453,Hvolsvollur,63.7533,-20.2243,43.47,84,100,21.36,IS,2022-01-17 13:47:32
454,Gazipur,23.9981,90.423,71.56,60,1,5.75,BD,2022-01-17 13:43:28
455,Vanimo,-2.6741,141.3028,78.35,91,100,10.71,PG,2022-01-17 13:47:33
456,Tiznit,29.5833,-9.5,65.48,20,97,6.73,MA,2022-01-17 13:47:35
457,Port-Gentil,-0.7193,8.7815,85.96,70,20,10.36,GA,2022-01-17 13:47:35
458,Tromso,69.6496,18.957,25.45,80,75,3.0,NO,2022-01-17 13:47:36
459,Ballina,-28.8667,153.5667,73.78,94,82,5.75,AU,2022-01-17 13:47:37
460,Okhotsk,59.3833,143.3,1.33,76,100,10.33,RU,2022-01-17 13:47:37
461,Goderich,43.7501,-81.7165,27.91,80,100,14.97,CA,2022-01-17 13:43:10
462,Polyarnyy,69.1989,33.4478,25.27,75,100,35.79,RU,2022-01-17 13:47:38
463,Yashkino,55.8736,85.4265,23.95,88,100,10.18,RU,2022-01-17 13:47:39
464,Bialogard,54.007,15.9875,38.12,57,0,21.05,PL,2022-01-17 13:47:40
465,Tateyama,34.9833,139.8667,44.62,56,89,18.75,JP,2022-01-17 13:47:40
466,Ayagoz,47.9714,80.4392,31.8,98,100,5.93,KZ,2022-01-17 13:47:41
467,Tungor,53.3808,142.9564,2.8,95,97,17.69,RU,2022-01-17 13:47:42
468,Guangyuan,32.442,105.823,47.64,74,9,2.91,CN,2022-01-17 13:47:43
469,Nadym,65.5333,72.5167,17.82,96,99,8.28,RU,2022-01-17 13:47:43
470,Kenai,60.5544,-151.2583,21.25,93,100,4.61,US,2022-01-17 13:47:44
471,Lakes Entrance,-37.8811,147.981,64.17,81,100,9.1,AU,2022-01-17 13:47:45
472,Baykit,61.67,96.37,1.83,98,100,2.86,RU,2022-01-17 13:47:46
473,Corcoran,36.098,-119.5604,48.29,58,99,3.38,US,2022-01-17 13:47:46
474,Joshimath,30.5667,79.5667,47.57,74,100,3.71,IN,2022-01-17 13:47:47
475,Altamira,-3.2033,-52.2064,84.29,74,75,8.05,BR,2022-01-17 13:47:48
476,Shubarshi,48.5872,57.1869,16.72,97,74,9.44,KZ,2022-01-17 13:47:48
477,Datong,40.0936,113.2914,20.88,27,0,4.65,CN,2022-01-17 13:47:49
478,Lamu,-2.2717,40.902,86.22,72,24,15.12,KE,2022-01-17 13:47:50
479,Xinzhou,38.4092,112.7333,26.24,32,0,0.58,CN,2022-01-17 13:47:51
480,San Carlos Del Zulia,9.0,-71.9135,80.29,70,88,4.38,VE,2022-01-17 13:47:51
481,San Andres,12.5847,-81.7006,78.82,78,40,4.61,CO,2022-01-17 13:47:52
482,Grants,35.1473,-107.8514,32.94,29,38,1.86,US,2022-01-17 13:47:53
483,Businga,3.3333,20.8833,89.78,32,94,2.26,CD,2022-01-17 13:47:54
484,Tuatapere,-46.1333,167.6833,60.82,90,9,3.76,NZ,2022-01-17 13:47:54
485,Lazaro Cardenas,17.9583,-102.2,72.77,83,0,4.32,MX,2022-01-17 13:47:55
486,Amazar,53.858,120.875,-22.22,96,6,3.49,RU,2022-01-17 13:47:55
487,Zhezkazgan,47.8043,67.7144,19.38,86,0,4.47,KZ,2022-01-17 13:47:56
488,Nenjiang,49.1833,125.2167,-19.7,97,17,2.55,CN,2022-01-17 13:47:57
489,Manokwari,-0.8667,134.0833,77.83,82,100,5.77,ID,2022-01-17 13:47:57
490,Xining,36.6167,101.7667,27.46,19,0,2.26,CN,2022-01-17 13:47:58
491,Banjarmasin,-3.3244,114.591,77.14,90,100,3.76,ID,2022-01-17 13:47:59
492,La Ronge,55.1001,-105.2842,-5.55,77,100,6.91,CA,2022-01-17 13:47:59
493,Aykhal,66.0,111.5,-8.59,96,100,15.66,RU,2022-01-17 13:48:01
494,Tual,-5.6667,132.75,82.67,76,100,19.91,ID,2022-01-17 13:48:01
495,Wangou,42.0623,126.9127,-10.46,99,90,2.33,CN,2022-01-17 13:48:02
496,Saint-Georges,12.0564,-61.7485,83.88,61,40,9.22,GD,2022-01-17 13:48:03
497,Fort Nelson,58.8053,-122.7002,-4.41,71,100,8.05,CA,2022-01-17 13:45:19
498,Mweka,-4.85,21.5667,80.69,61,90,6.22,CD,2022-01-17 13:48:04
499,Pangody,65.85,74.4859,18.59,92,100,14.03,RU,2022-01-17 13:48:04
500,Rock Sound,24.9,-76.2,73.89,62,90,21.47,BS,2022-01-17 13:48:05
501,Santiago De Cao,-7.9589,-79.2392,66.33,94,100,6.91,PE,2022-01-17 13:48:06
502,Eydhafushi,5.1033,73.0708,82.53,75,82,18.97,MV,2022-01-17 13:48:06
503,Luwuk,-0.9516,122.7875,77.02,85,100,4.0,ID,2022-01-17 13:48:07
504,Gabu,12.2833,-14.2167,98.64,19,0,4.65,GW,2022-01-17 13:48:08
505,Los Alamos,35.8881,-106.307,31.26,47,0,1.99,US,2022-01-17 13:48:08
506,Shinpokh,34.3292,71.1782,54.81,69,98,2.98,PK,2022-01-17 13:48:09
507,Turayf,31.6725,38.6637,41.25,42,40,11.5,SA,2022-01-17 13:48:10
508,San Patricio,28.017,-97.5169,47.93,32,0,2.91,US,2022-01-17 13:48:11
509,Zurrieq,35.8311,14.4742,57.96,77,75,20.71,MT,2022-01-17 13:48:11
510,Ucluelet,48.9329,-125.5528,46.09,92,100,6.26,CA,2022-01-17 13:48:12
511,Boulder City,35.9786,-114.8325,47.84,45,75,0.0,US,2022-01-17 13:48:13
512,Namibe,-15.1961,12.1522,76.66,58,98,12.84,AO,2022-01-17 13:48:13
513,Rio Brilhante,-21.8019,-54.5464,95.83,29,70,13.29,BR,2022-01-17 13:45:39
514,Severobaykalsk,55.65,109.3167,-4.34,95,50,4.76,RU,2022-01-17 13:48:14
515,Annecy-Le-Vieux,45.9197,6.1439,47.44,61,0,6.91,FR,2022-01-17 13:48:15
516,Luena,-11.7833,19.9167,86.18,54,75,5.75,AO,2022-01-17 13:48:16
517,Portland,45.5234,-122.6762,40.53,93,75,1.01,US,2022-01-17 13:45:19
518,Codrington,-38.2667,141.9667,56.44,67,12,8.08,AU,2022-01-17 13:48:17
519,Puerto Del Rosario,28.5004,-13.8627,64.15,59,82,12.66,ES,2022-01-17 13:48:17
520,Mubende,0.5606,31.39,63.16,96,100,2.44,UG,2022-01-17 13:48:18
521,Cheremshan,54.6667,51.5,16.97,92,100,16.2,RU,2022-01-17 13:48:19
522,Suntar,62.1444,117.6319,-35.03,100,20,3.29,RU,2022-01-17 13:48:20
523,Port Hedland,-20.3167,118.5667,82.45,65,46,12.66,AU,2022-01-17 13:48:21
524,Lufilufi,-13.8745,-171.5986,78.58,76,98,5.14,WS,2022-01-17 13:48:21
525,Sandviken,60.6167,16.7667,34.43,74,2,10.38,SE,2022-01-17 13:48:22
526,Bhainsdehi,21.6467,77.6325,63.64,48,1,4.74,IN,2022-01-17 13:48:23
527,Maralal,1.0968,36.698,67.05,67,100,4.72,KE,2022-01-17 13:48:23
528,Colquechaca,-18.6667,-66.0167,40.66,68,77,2.44,BO,2022-01-17 13:48:24
529,Ixtapa,20.7,-105.2,68.23,94,0,3.44,MX,2022-01-17 13:48:25
530,Vilhena,-12.7406,-60.1458,80.82,69,20,11.5,BR,2022-01-17 13:48:26
531,Kobryn,52.2138,24.3564,33.75,65,7,22.15,BY,2022-01-17 13:48:26
532,New Plymouth,-39.0667,174.0833,58.32,65,1,2.95,NZ,2022-01-17 13:47:57
533,Tura,25.5198,90.2201,59.25,62,6,3.8,IN,2022-01-17 13:48:27
534,Fuerte Olimpo,-21.0415,-57.8738,96.48,31,70,15.37,PY,2022-01-17 13:48:28
535,Lewisporte,49.2499,-55.0482,24.13,68,9,9.26,CA,2022-01-17 13:48:29
536,Umm Lajj,25.0213,37.2685,66.4,48,15,12.01,SA,2022-01-17 13:48:30
537,Flinders,-34.5833,150.8552,77.2,79,100,4.0,AU,2022-01-17 13:48:30
538,Leningradskiy,69.3833,178.4167,-26.01,93,14,4.83,RU,2022-01-17 13:48:31
539,Pahrump,36.2083,-115.9839,47.17,30,100,2.48,US,2022-01-17 13:48:32
540,Taunggyi,20.7833,97.0333,52.38,73,0,1.72,MM,2022-01-17 13:48:33
541,Mariani,26.6667,94.3333,60.06,65,2,3.74,IN,2022-01-17 13:48:33
542,Alofi,-19.0595,-169.9187,76.89,94,40,4.61,NU,2022-01-17 13:48:34
543,Nata,8.3333,-80.5167,80.26,67,0,8.97,PA,2022-01-17 13:48:35
544,Sendafa,9.15,39.0333,63.09,59,76,5.68,ET,2022-01-17 13:48:35
545,Kandrian,-6.2167,149.55,78.22,87,94,6.67,PG,2022-01-17 13:48:36
546,Grand Gaube,-20.0064,57.6608,88.2,75,20,5.01,MU,2022-01-17 13:48:37
547,Aizpute,56.7167,21.6,36.63,65,7,22.41,LV,2022-01-17 13:48:37
548,Arkhara,49.4212,130.0842,-8.3,99,99,6.31,RU,2022-01-17 13:48:39
549,Bakaly,55.1789,53.8028,16.25,89,89,17.27,RU,2022-01-17 13:48:39
550,Lubao,14.9167,120.55,77.14,76,99,3.78,PH,2022-01-17 13:48:40
551,Beira,-19.8436,34.8389,87.89,62,40,15.01,MZ,2022-01-17 13:48:41
552,Vikhorevka,56.1201,101.1636,6.39,99,100,2.08,RU,2022-01-17 13:48:41
553,Concordia,-31.393,-58.0209,96.19,33,75,12.24,AR,2022-01-17 13:48:42
